Algorithm,Best Fitness,Time (s)
GA,0.9756557301696418,0.15298657417297362
FA,80.89675088358098,6.835971879959106
CS,47.92134267118913,0.4281491279602051
PSO,10.314417036211307,0.1210447072982788
DE,41.39661180631288,0.6150151014328002
Hybrid,92.9230453238459,0.37921268939971925
