Algorithm,Best Fitness,Time (s)
GA,1.0871954309158638,0.31530470848083497
FA,19.536872861320028,5.917543983459472
CS,15.785841682251817,0.1763599157333374
PSO,0.011995937325755523,0.05683586597442627
DE,0.9570108737837554,0.22177355289459227
Hybrid,18.33268076695932,0.12198686599731445
