Algorithm,Best Fitness,Time (s)
GA,2.2691372183154175,0.14773764610290527
FA,14671.974212728604,4.8268921852111815
CS,1922.8874842757166,0.3434717893600464
PSO,0.000444320337926886,0.07313656806945801
DE,0.5438898443004011,0.3474807024002075
Hybrid,9516.938504001242,0.10136959552764893
